aX,aY,aZ,gX,gY,gZ
1.147,3.251,3.251,0.205,-2.322,-0.279
1.134,3.576,3.576,-1.058,-2.057,-0.226
1.168,3.964,3.964,-2.014,-1.817,-0.164
1.196,3.974,3.974,-3.257,-1.454,-0.135
1.796,4.706,4.706,-4.381,-0.898,-0.220
2.121,6.025,6.025,-5.192,-0.407,-0.167
2.046,6.392,6.392,-6.282,0.165,0.034
2.151,5.734,5.734,-7.211,0.658,0.193
1.925,5.333,5.333,-7.825,1.043,0.269
1.623,3.950,3.950,-8.618,1.481,0.361
1.600,2.707,2.707,-9.364,1.723,0.428
1.409,2.334,2.334,-9.857,1.823,0.497
1.090,1.715,1.715,-10.411,2.040,0.556
0.683,1.502,1.502,-10.870,2.166,0.614
0.543,1.233,1.233,-11.148,2.232,0.640
0.546,1.218,1.218,-11.424,2.352,0.695
0.737,1.339,1.339,-11.570,2.513,0.775
1.454,2.006,2.006,-11.579,2.612,0.983
1.725,1.924,1.924,-11.445,2.628,1.196
1.498,1.351,1.351,-10.988,2.594,1.469
1.088,0.174,0.174,-10.224,2.507,1.735
0.696,-1.242,-1.242,-9.502,2.391,1.880
0.377,-3.315,-3.315,-8.381,2.119,1.960
-0.020,-5.618,-5.618,-7.104,1.711,1.935
-0.217,-7.242,-7.242,-6.000,1.327,1.820

0.704,1.125,1.125,-0.007,-0.033,-0.154
0.770,1.037,1.037,-0.006,-0.001,-0.132
0.736,0.885,0.885,-0.011,0.026,-0.119
0.735,0.849,0.849,-0.016,0.047,-0.103
0.767,0.733,0.733,-0.027,0.070,-0.092
0.724,0.545,0.545,-0.042,0.088,-0.090
0.719,0.454,0.454,-0.047,0.097,-0.086
0.657,0.365,0.365,-0.054,0.093,-0.095
0.621,0.363,0.363,-0.048,0.084,-0.106
0.665,0.468,0.468,-0.046,0.076,-0.117
0.680,0.487,0.487,-0.044,0.072,-0.130
0.722,0.552,0.552,-0.049,0.076,-0.136
0.764,0.635,0.635,-0.056,0.084,-0.135
0.740,0.669,0.669,-0.074,0.095,-0.147
0.805,0.801,0.801,-0.087,0.099,-0.145
0.756,0.851,0.851,-0.105,0.112,-0.137
0.773,0.843,0.843,-0.105,0.119,-0.122
0.828,1.014,1.014,-0.117,0.140,-0.099
0.751,0.834,0.834,-0.121,0.144,-0.085
0.722,0.968,0.968,-0.117,0.143,-0.083
0.670,0.826,0.826,-0.111,0.147,-0.068
0.586,0.861,0.861,-0.095,0.166,-0.052
0.569,0.802,0.802,-0.083,0.170,-0.033
0.535,0.664,0.664,-0.069,0.150,-0.035
0.519,0.749,0.749,-0.050,0.132,-0.040
0.509,0.706,0.706,-0.037,0.122,-0.028
0.475,0.631,0.631,-0.032,0.116,-0.018
0.470,0.548,0.548,-0.032,0.107,-0.011
0.423,0.575,0.575,-0.035,0.100,-0.004
0.387,0.516,0.516,-0.044,0.088,0.001
0.271,0.356,0.356,-0.049,0.079,-0.011
0.308,0.400,0.400,-0.055,0.070,-0.016
0.335,0.265,0.265,-0.073,0.068,-0.007
0.248,0.241,0.241,-0.097,0.064,0.006
0.224,0.166,0.166,-0.106,0.072,0.015
0.103,0.055,0.055,-0.125,0.066,0.000
0.194,0.148,0.148,-0.132,0.055,-0.001
0.205,0.178,0.178,-0.136,0.046,0.001
0.158,0.155,0.155,-0.134,0.044,-0.001
0.160,0.105,0.105,-0.134,0.029,0.005
0.124,0.009,0.009,-0.127,0.013,0.022
0.056,-0.052,-0.052,-0.118,0.001,0.033
0.045,-0.107,-0.107,-0.111,-0.019,0.040
-0.007,-0.251,-0.251,-0.101,-0.040,0.049
-0.050,-0.391,-0.391,-0.094,-0.045,0.056
-0.110,-0.571,-0.571,-0.093,-0.052,0.052
-0.136,-0.550,-0.550,-0.090,-0.051,0.051
-0.175,-0.553,-0.553,-0.086,-0.047,0.054
-0.139,-0.509,-0.509,-0.080,-0.049,0.044
-0.094,-0.494,-0.494,-0.073,-0.050,0.036
-0.064,-0.461,-0.461,-0.063,-0.050,0.028
-0.039,-0.466,-0.466,-0.047,-0.036,0.016
-0.090,-0.264,-0.264,-0.027,-0.027,0.006
-0.027,-0.254,-0.254,-0.032,-0.055,0.022
-0.003,-0.399,-0.399,-0.022,-0.077,0.032
-0.031,-0.434,-0.434,-0.016,-0.090,0.032
0.049,-0.430,-0.430,-0.016,-0.098,0.030
0.067,-0.444,-0.444,-0.017,-0.101,0.031
0.108,-0.407,-0.407,-0.020,-0.098,0.029
0.082,-0.437,-0.437,-0.022,-0.088,0.028
0.100,-0.405,-0.405,-0.024,-0.074,0.026
0.140,-0.345,-0.345,-0.032,-0.065,0.021
0.156,-0.366,-0.366,-0.035,-0.061,0.020
0.195,-0.237,-0.237,-0.044,-0.057,0.019
0.219,-0.204,-0.204,-0.051,-0.050,0.026
0.196,-0.172,-0.172,-0.060,-0.047,0.033
0.173,-0.135,-0.135,-0.064,-0.044,0.035
0.142,-0.208,-0.208,-0.069,-0.047,0.037
0.176,-0.204,-0.204,-0.071,-0.050,0.031
0.178,-0.190,-0.190,-0.077,-0.052,0.024
0.136,-0.200,-0.200,-0.077,-0.062,0.021
0.073,-0.239,-0.239,-0.076,-0.070,0.015
0.076,-0.290,-0.290,-0.076,-0.069,0.010
0.173,-0.176,-0.176,-0.071,-0.052,0.007
0.160,-0.135,-0.135,-0.060,-0.036,0.012
0.138,-0.081,-0.081,-0.055,-0.029,0.010
0.131,-0.061,-0.061,-0.040,-0.026,0.013
0.175,0.063,0.063,-0.028,-0.020,0.021
0.228,0.118,0.118,-0.023,-0.022,0.034
0.223,0.035,0.035,-0.023,-0.032,0.044
0.214,-0.003,-0.003,-0.019,-0.043,0.056
0.196,-0.073,-0.073,-0.015,-0.053,0.062
0.107,-0.133,-0.133,-0.007,-0.070,0.057
0.054,-0.153,-0.153,-0.002,-0.088,0.054
0.085,-0.169,-0.169,-0.002,-0.098,0.052
0.070,-0.156,-0.156,-0.001,-0.113,0.050
0.031,-0.186,-0.186,0.006,-0.125,0.044
0.039,-0.150,-0.150,0.010,-0.130,0.042
0.025,-0.109,-0.109,0.015,-0.125,0.034
0.057,0.043,0.043,0.018,-0.114,0.034
0.079,0.066,0.066,0.016,-0.102,0.035
0.064,0.107,0.107,0.004,-0.089,0.043
0.034,0.105,0.105,-0.011,-0.080,0.050
0.033,0.164,0.164,-0.018,-0.073,0.056
-0.028,0.081,0.081,-0.021,-0.071,0.065
-0.084,-0.043,-0.043,-0.024,-0.070,0.065
-0.120,-0.033,-0.033,-0.023,-0.076,0.063
-0.103,-0.060,-0.060,-0.024,-0.080,0.061
-0.200,-0.139,-0.139,-0.021,-0.087,0.055
-0.191,-0.122,-0.122,-0.018,-0.089,0.052
-0.187,-0.110,-0.110,-0.018,-0.083,0.051
-0.184,-0.113,-0.113,-0.016,-0.064,0.059
-0.241,-0.157,-0.157,-0.015,-0.036,0.064
-0.208,-0.206,-0.206,-0.019,-0.023,0.067
-0.194,-0.192,-0.192,-0.023,-0.007,0.063
-0.181,-0.142,-0.142,-0.024,0.005,0.054
-0.149,-0.078,-0.078,-0.024,0.023,0.052
-0.118,-0.053,-0.053,-0.023,0.040,0.054
-0.083,-0.080,-0.080,-0.024,0.040,0.055
-0.086,-0.125,-0.125,-0.022,0.036,0.050
-0.089,-0.090,-0.090,-0.023,0.020,0.043
-0.059,-0.055,-0.055,-0.018,-0.003,0.035
-0.030,-0.031,-0.031,-0.015,-0.022,0.031
-0.085,-0.063,-0.063,-0.005,-0.048,0.024
-0.056,-0.005,-0.005,0.002,-0.064,0.011
-0.031,0.051,0.051,0.007,-0.073,0.007
-0.082,0.078,0.078,0.019,-0.074,0.002
-0.033,0.128,0.128,0.021,-0.066,-0.001
0.066,0.210,0.210,0.023,-0.055,-0.003
